entity_1,entity_2,label,split
entity_0068,entity_0005,0,train
entity_0005,entity_0068,0,test
entity_0044,entity_0066,1,train
entity_0066,entity_0044,1,test
entity_0074,entity_0034,0,train
entity_0034,entity_0074,0,test
entity_0012,entity_0036,1,train
entity_0036,entity_0012,1,test
entity_0024,entity_0050,1,train
entity_0050,entity_0024,1,validation
entity_0010,entity_0080,0,train
entity_0080,entity_0010,0,test
entity_0079,entity_0025,0,train
entity_0025,entity_0079,0,test
entity_0003,entity_0019,0,train
entity_0019,entity_0003,0,test
entity_0079,entity_0055,1,train
entity_0055,entity_0079,1,test
entity_0028,entity_0059,0,train
entity_0059,entity_0028,0,validation
entity_0050,entity_0016,0,train
entity_0016,entity_0050,0,test
entity_0064,entity_0038,1,train
entity_0038,entity_0064,1,test
entity_0025,entity_0050,0,train
entity_0050,entity_0025,0,test
entity_0077,entity_0078,1,train
entity_0078,entity_0077,1,validation
entity_0059,entity_0002,0,train
entity_0002,entity_0059,0,validation
entity_0063,entity_0016,1,train
entity_0016,entity_0063,1,validation
entity_0030,entity_0027,0,train
entity_0027,entity_0030,0,test
entity_0049,entity_0044,0,train
entity_0044,entity_0049,0,test
entity_0019,entity_0071,0,train
entity_0071,entity_0019,0,test
entity_0060,entity_0058,1,train
entity_0058,entity_0060,1,test
entity_0027,entity_0004,0,train
entity_0004,entity_0027,0,validation
entity_0026,entity_0062,1,train
entity_0062,entity_0026,1,test
entity_0067,entity_0011,0,train
entity_0011,entity_0067,0,test
entity_0019,entity_0004,1,train
entity_0004,entity_0019,1,test
entity_0052,entity_0028,1,train
entity_0028,entity_0052,1,test
entity_0066,entity_0039,1,train
entity_0039,entity_0066,1,validation
entity_0042,entity_0002,1,train
entity_0002,entity_0042,1,test
entity_0013,entity_0020,1,train
entity_0020,entity_0013,1,validation
entity_0027,entity_0056,0,train
entity_0056,entity_0027,0,test
entity_0004,entity_0008,1,train
entity_0008,entity_0004,1,validation
entity_0069,entity_0063,0,train
entity_0063,entity_0069,0,test
entity_0005,entity_0069,0,train
entity_0069,entity_0005,0,test
entity_0012,entity_0018,0,train
entity_0018,entity_0012,0,test
entity_0008,entity_0069,1,train
entity_0069,entity_0008,1,test
entity_0064,entity_0054,0,train
entity_0054,entity_0064,0,test
entity_0079,entity_0077,1,train
entity_0077,entity_0079,1,test
entity_0010,entity_0058,0,train
entity_0058,entity_0010,0,test
entity_0034,entity_0075,0,train
entity_0075,entity_0034,0,test
entity_0016,entity_0076,0,train
entity_0076,entity_0016,0,test
entity_0027,entity_0055,0,train
entity_0055,entity_0027,0,validation
entity_0053,entity_0047,0,train
entity_0047,entity_0053,0,test
entity_0002,entity_0074,1,train
entity_0074,entity_0002,1,validation
entity_0017,entity_0080,1,train
entity_0080,entity_0017,1,test
entity_0009,entity_0022,1,train
entity_0022,entity_0009,1,test
entity_0040,entity_0019,1,train
entity_0019,entity_0040,1,test
entity_0010,entity_0075,0,train
entity_0075,entity_0010,0,test
entity_0049,entity_0008,1,train
entity_0008,entity_0049,1,test
entity_0076,entity_0009,1,train
entity_0009,entity_0076,1,validation
entity_0072,entity_0019,0,train
entity_0019,entity_0072,0,test
entity_0039,entity_0070,1,train
entity_0070,entity_0039,1,test
entity_0014,entity_0026,0,train
entity_0026,entity_0014,0,test
entity_0029,entity_0001,0,train
entity_0001,entity_0029,0,test
entity_0027,entity_0037,0,train
entity_0037,entity_0027,0,test
entity_0060,entity_0020,1,train
entity_0020,entity_0060,1,test
entity_0078,entity_0049,1,train
entity_0049,entity_0078,1,test
entity_0055,entity_0067,0,train
entity_0067,entity_0055,0,test
entity_0069,entity_0010,1,train
entity_0010,entity_0069,1,validation
entity_0053,entity_0067,0,train
entity_0067,entity_0053,0,test
entity_0023,entity_0025,1,train
entity_0025,entity_0023,1,validation
entity_0016,entity_0042,0,train
entity_0042,entity_0016,0,test
entity_0056,entity_0041,1,train
entity_0041,entity_0056,1,test
entity_0012,entity_0067,1,train
entity_0067,entity_0012,1,test
entity_0041,entity_0042,0,train
entity_0042,entity_0041,0,test
entity_0007,entity_0028,0,train
entity_0028,entity_0007,0,test
entity_0011,entity_0001,1,train
entity_0001,entity_0011,1,test
entity_0008,entity_0013,0,train
entity_0013,entity_0008,0,test
entity_0010,entity_0047,0,train
entity_0047,entity_0010,0,validation
entity_0002,entity_0060,1,train
entity_0060,entity_0002,1,test
entity_0032,entity_0015,0,train
entity_0015,entity_0032,0,test
entity_0050,entity_0007,0,train
entity_0007,entity_0050,0,test
entity_0013,entity_0040,0,train
entity_0040,entity_0013,0,validation
entity_0073,entity_0011,0,train
entity_0011,entity_0073,0,validation
entity_0037,entity_0026,1,train
entity_0026,entity_0037,1,test
entity_0003,entity_0059,1,train
entity_0059,entity_0003,1,test
entity_0012,entity_0078,0,train
entity_0078,entity_0012,0,test
entity_0028,entity_0005,0,train
entity_0005,entity_0028,0,test
entity_0036,entity_0011,1,train
entity_0011,entity_0036,1,test
entity_0054,entity_0060,0,train
entity_0060,entity_0054,0,test
entity_0020,entity_0016,1,train
entity_0016,entity_0020,1,validation
entity_0009,entity_0074,0,train
entity_0074,entity_0009,0,test
entity_0011,entity_0080,1,train
entity_0080,entity_0011,1,test
entity_0070,entity_0017,1,train
entity_0017,entity_0070,1,test
entity_0045,entity_0033,1,train
entity_0033,entity_0045,1,validation
entity_0080,entity_0002,0,train
entity_0002,entity_0080,0,test
entity_0043,entity_0009,0,train
entity_0009,entity_0043,0,test
entity_0048,entity_0063,1,train
entity_0063,entity_0048,1,test
entity_0058,entity_0039,1,train
entity_0039,entity_0058,1,test
entity_0056,entity_0007,1,train
entity_0007,entity_0056,1,test
entity_0012,entity_0013,1,train
entity_0013,entity_0012,1,validation
entity_0070,entity_0079,1,train
entity_0079,entity_0070,1,test
entity_0032,entity_0002,0,train
entity_0002,entity_0032,0,test
entity_0021,entity_0061,0,train
entity_0061,entity_0021,0,test
entity_0046,entity_0023,1,train
entity_0023,entity_0046,1,validation
entity_0011,entity_0069,0,train
entity_0069,entity_0011,0,validation
entity_0031,entity_0067,1,train
entity_0067,entity_0031,1,validation
entity_0019,entity_0023,0,train
entity_0023,entity_0019,0,test
entity_0018,entity_0022,0,train
entity_0022,entity_0018,0,test
entity_0051,entity_0016,0,train
entity_0016,entity_0051,0,validation
entity_0058,entity_0021,1,train
entity_0021,entity_0058,1,test
entity_0005,entity_0030,0,train
entity_0030,entity_0005,0,test
entity_0040,entity_0044,1,train
entity_0044,entity_0040,1,test
entity_0053,entity_0076,0,train
entity_0076,entity_0053,0,test
entity_0010,entity_0022,1,train
entity_0022,entity_0010,1,test
entity_0019,entity_0038,0,train
entity_0038,entity_0019,0,test
entity_0062,entity_0048,0,train
entity_0048,entity_0062,0,test
entity_0036,entity_0078,1,train
entity_0078,entity_0036,1,test
entity_0058,entity_0024,1,train
entity_0024,entity_0058,1,validation
entity_0063,entity_0079,1,train
entity_0079,entity_0063,1,test
entity_0060,entity_0016,1,train
entity_0016,entity_0060,1,test
entity_0068,entity_0061,1,train
entity_0061,entity_0068,1,test
entity_0063,entity_0010,1,train
entity_0010,entity_0063,1,validation
entity_0004,entity_0053,0,train
entity_0053,entity_0004,0,test
entity_0048,entity_0066,0,train
entity_0066,entity_0048,0,test
entity_0070,entity_0015,0,train
entity_0015,entity_0070,0,test
entity_0071,entity_0021,0,train
entity_0021,entity_0071,0,test
entity_0067,entity_0059,0,train
entity_0059,entity_0067,0,test
entity_0037,entity_0073,0,train
entity_0073,entity_0037,0,test
entity_0041,entity_0067,0,train
entity_0067,entity_0041,0,validation
entity_0017,entity_0045,1,train
entity_0045,entity_0017,1,validation
entity_0003,entity_0055,0,train
entity_0055,entity_0003,0,test
entity_0013,entity_0072,0,train
entity_0072,entity_0013,0,test
entity_0020,entity_0012,0,train
entity_0012,entity_0020,0,test
entity_0064,entity_0029,1,train
entity_0029,entity_0064,1,validation
entity_0025,entity_0078,1,train
entity_0078,entity_0025,1,test
entity_0046,entity_0010,0,train
entity_0010,entity_0046,0,test
entity_0020,entity_0062,0,train
entity_0062,entity_0020,0,test
entity_0034,entity_0037,1,train
entity_0037,entity_0034,1,test
entity_0043,entity_0059,0,train
entity_0059,entity_0043,0,validation
entity_0008,entity_0001,1,train
entity_0001,entity_0008,1,test
entity_0027,entity_0049,0,train
entity_0049,entity_0027,0,validation
entity_0033,entity_0051,1,train
entity_0051,entity_0033,1,test
entity_0005,entity_0065,0,train
entity_0065,entity_0005,0,validation
entity_0023,entity_0038,1,train
entity_0038,entity_0023,1,test
entity_0055,entity_0015,0,train
entity_0015,entity_0055,0,test
entity_0070,entity_0078,1,train
entity_0078,entity_0070,1,test
entity_0077,entity_0020,0,train
entity_0020,entity_0077,0,validation
entity_0022,entity_0017,1,train
entity_0017,entity_0022,1,validation
entity_0001,entity_0006,1,train
entity_0006,entity_0001,1,test
entity_0046,entity_0079,1,train
entity_0079,entity_0046,1,validation
entity_0049,entity_0053,1,train
entity_0053,entity_0049,1,test
entity_0007,entity_0030,0,train
entity_0030,entity_0007,0,test
entity_0054,entity_0032,0,train
entity_0032,entity_0054,0,test
entity_0003,entity_0026,0,train
entity_0026,entity_0003,0,test
entity_0011,entity_0004,0,train
entity_0004,entity_0011,0,test
entity_0061,entity_0067,0,train
entity_0067,entity_0061,0,test
entity_0027,entity_0002,1,train
entity_0002,entity_0027,1,test
entity_0052,entity_0076,0,train
entity_0076,entity_0052,0,test
entity_0014,entity_0039,1,train
entity_0039,entity_0014,1,test
entity_0072,entity_0029,0,train
entity_0029,entity_0072,0,test
entity_0023,entity_0065,0,train
entity_0065,entity_0023,0,test
entity_0015,entity_0020,0,train
entity_0020,entity_0015,0,test
entity_0078,entity_0021,1,train
entity_0021,entity_0078,1,validation
entity_0026,entity_0041,1,train
entity_0041,entity_0026,1,test
entity_0024,entity_0057,1,train
entity_0057,entity_0024,1,validation
entity_0052,entity_0009,1,train
entity_0009,entity_0052,1,test
entity_0038,entity_0034,0,train
entity_0034,entity_0038,0,validation
entity_0003,entity_0023,0,train
entity_0023,entity_0003,0,test
entity_0054,entity_0029,1,train
entity_0029,entity_0054,1,test
entity_0057,entity_0064,0,train
entity_0064,entity_0057,0,test
entity_0079,entity_0050,0,train
entity_0050,entity_0079,0,test
entity_0020,entity_0058,0,train
entity_0058,entity_0020,0,validation
entity_0050,entity_0020,0,train
entity_0020,entity_0050,0,validation
entity_0051,entity_0042,1,train
entity_0042,entity_0051,1,test
entity_0040,entity_0008,0,train
entity_0008,entity_0040,0,test
entity_0018,entity_0065,1,train
entity_0065,entity_0018,1,test
entity_0043,entity_0002,1,train
entity_0002,entity_0043,1,test
entity_0023,entity_0049,0,train
entity_0049,entity_0023,0,test
entity_0058,entity_0064,0,train
entity_0064,entity_0058,0,test
entity_0067,entity_0038,0,train
entity_0038,entity_0067,0,test
entity_0049,entity_0003,0,train
entity_0003,entity_0049,0,test
entity_0034,entity_0068,1,train
entity_0068,entity_0034,1,test
entity_0008,entity_0052,1,train
entity_0052,entity_0008,1,test
entity_0024,entity_0072,1,train
entity_0072,entity_0024,1,test
entity_0012,entity_0009,0,train
entity_0009,entity_0012,0,test
entity_0072,entity_0043,1,train
entity_0043,entity_0072,1,test
entity_0071,entity_0020,1,train
entity_0020,entity_0071,1,test
entity_0009,entity_0041,1,train
entity_0041,entity_0009,1,test
entity_0046,entity_0071,1,train
entity_0071,entity_0046,1,test
entity_0051,entity_0009,0,train
entity_0009,entity_0051,0,test
entity_0070,entity_0054,1,train
entity_0054,entity_0070,1,test
entity_0037,entity_0072,1,train
entity_0072,entity_0037,1,test
entity_0046,entity_0039,1,train
entity_0039,entity_0046,1,validation
entity_0026,entity_0034,0,train
entity_0034,entity_0026,0,test
entity_0027,entity_0052,1,train
entity_0052,entity_0027,1,validation
entity_0048,entity_0074,1,train
entity_0074,entity_0048,1,validation
entity_0021,entity_0064,1,train
entity_0064,entity_0021,1,validation
entity_0057,entity_0060,0,train
entity_0060,entity_0057,0,validation
entity_0037,entity_0044,1,train
entity_0044,entity_0037,1,test
entity_0020,entity_0032,1,train
entity_0032,entity_0020,1,test
entity_0036,entity_0066,1,train
entity_0066,entity_0036,1,test
entity_0008,entity_0021,0,train
entity_0021,entity_0008,0,test
entity_0003,entity_0061,0,train
entity_0061,entity_0003,0,test
entity_0023,entity_0059,0,train
entity_0059,entity_0023,0,validation
entity_0033,entity_0043,1,train
entity_0043,entity_0033,1,test
entity_0027,entity_0023,0,train
entity_0023,entity_0027,0,validation
entity_0018,entity_0002,0,train
entity_0002,entity_0018,0,test
entity_0079,entity_0038,1,train
entity_0038,entity_0079,1,test
entity_0057,entity_0020,1,train
entity_0020,entity_0057,1,test
entity_0075,entity_0031,1,train
entity_0031,entity_0075,1,test
entity_0002,entity_0070,1,train
entity_0070,entity_0002,1,test
entity_0064,entity_0023,0,train
entity_0023,entity_0064,0,test
entity_0022,entity_0073,0,train
entity_0073,entity_0022,0,test
entity_0039,entity_0075,0,train
entity_0075,entity_0039,0,test
entity_0069,entity_0067,0,train
entity_0067,entity_0069,0,test
entity_0079,entity_0031,1,train
entity_0031,entity_0079,1,validation
entity_0062,entity_0043,1,train
entity_0043,entity_0062,1,validation
entity_0013,entity_0025,0,train
entity_0025,entity_0013,0,test
entity_0058,entity_0017,1,train
entity_0017,entity_0058,1,test
entity_0039,entity_0069,1,train
entity_0069,entity_0039,1,test
entity_0077,entity_0022,0,train
entity_0022,entity_0077,0,test
entity_0038,entity_0018,1,train
entity_0018,entity_0038,1,test
entity_0021,entity_0063,0,train
entity_0063,entity_0021,0,validation
entity_0075,entity_0019,0,train
entity_0019,entity_0075,0,test
entity_0071,entity_0065,1,train
entity_0065,entity_0071,1,test
entity_0055,entity_0039,0,train
entity_0039,entity_0055,0,test
entity_0028,entity_0018,0,train
entity_0018,entity_0028,0,test
entity_0080,entity_0021,1,train
entity_0021,entity_0080,1,test
entity_0006,entity_0037,0,train
entity_0037,entity_0006,0,test
entity_0014,entity_0028,1,train
entity_0028,entity_0014,1,test
entity_0065,entity_0016,1,train
entity_0016,entity_0065,1,test
entity_0021,entity_0029,1,train
entity_0029,entity_0021,1,validation
entity_0077,entity_0073,1,train
entity_0073,entity_0077,1,test
entity_0023,entity_0001,1,train
entity_0001,entity_0023,1,test
entity_0033,entity_0071,1,train
entity_0071,entity_0033,1,test
entity_0050,entity_0060,1,train
entity_0060,entity_0050,1,test
entity_0046,entity_0030,0,train
entity_0030,entity_0046,0,test
entity_0035,entity_0056,0,train
entity_0056,entity_0035,0,test
entity_0040,entity_0030,0,train
entity_0030,entity_0040,0,test
entity_0050,entity_0010,0,train
entity_0010,entity_0050,0,test
entity_0009,entity_0062,0,train
entity_0062,entity_0009,0,test
entity_0047,entity_0065,0,train
entity_0065,entity_0047,0,validation
entity_0063,entity_0031,0,train
entity_0031,entity_0063,0,test
entity_0044,entity_0071,1,train
entity_0071,entity_0044,1,test
entity_0078,entity_0004,1,train
entity_0004,entity_0078,1,test
entity_0032,entity_0059,1,train
entity_0059,entity_0032,1,test
entity_0065,entity_0061,1,train
entity_0061,entity_0065,1,test
entity_0012,entity_0032,0,train
entity_0032,entity_0012,0,test
entity_0049,entity_0001,1,train
entity_0001,entity_0049,1,test
entity_0006,entity_0013,1,train
entity_0013,entity_0006,1,test
entity_0065,entity_0034,1,train
entity_0034,entity_0065,1,test
entity_0050,entity_0044,0,train
entity_0044,entity_0050,0,test
entity_0048,entity_0064,0,train
entity_0064,entity_0048,0,test
entity_0035,entity_0062,0,train
entity_0062,entity_0035,0,test
entity_0031,entity_0013,0,train
entity_0013,entity_0031,0,test
entity_0072,entity_0071,0,train
entity_0071,entity_0072,0,validation
entity_0011,entity_0008,0,train
entity_0008,entity_0011,0,test
entity_0035,entity_0004,1,train
entity_0004,entity_0035,1,test
entity_0080,entity_0035,0,train
entity_0035,entity_0080,0,validation
entity_0055,entity_0073,0,train
entity_0073,entity_0055,0,test
entity_0009,entity_0028,0,train
entity_0028,entity_0009,0,test
entity_0048,entity_0076,0,train
entity_0076,entity_0048,0,test
entity_0059,entity_0008,1,train
entity_0008,entity_0059,1,test
entity_0057,entity_0013,0,train
entity_0013,entity_0057,0,validation
entity_0040,entity_0046,1,train
entity_0046,entity_0040,1,test
entity_0040,entity_0034,1,train
entity_0034,entity_0040,1,test
entity_0048,entity_0020,1,train
entity_0020,entity_0048,1,test
entity_0050,entity_0063,0,train
entity_0063,entity_0050,0,test
entity_0018,entity_0052,0,train
entity_0052,entity_0018,0,test
entity_0023,entity_0061,1,train
entity_0061,entity_0023,1,test
entity_0068,entity_0050,1,train
entity_0050,entity_0068,1,test
entity_0007,entity_0003,0,train
entity_0003,entity_0007,0,test
entity_0080,entity_0050,1,train
entity_0050,entity_0080,1,test
entity_0078,entity_0034,1,train
entity_0034,entity_0078,1,test
entity_0019,entity_0014,1,train
entity_0014,entity_0019,1,test
entity_0013,entity_0059,0,train
entity_0059,entity_0013,0,test
entity_0051,entity_0055,0,train
entity_0055,entity_0051,0,validation
entity_0054,entity_0002,0,train
entity_0002,entity_0054,0,validation
entity_0065,entity_0015,1,train
entity_0015,entity_0065,1,test
entity_0015,entity_0035,1,train
entity_0035,entity_0015,1,test
entity_0067,entity_0063,1,train
entity_0063,entity_0067,1,test
entity_0031,entity_0039,0,train
entity_0039,entity_0031,0,test
entity_0061,entity_0057,0,train
entity_0057,entity_0061,0,test
entity_0026,entity_0015,1,train
entity_0015,entity_0026,1,test
entity_0016,entity_0009,0,train
entity_0009,entity_0016,0,validation
entity_0010,entity_0015,0,train
entity_0015,entity_0010,0,test
entity_0035,entity_0017,0,train
entity_0017,entity_0035,0,test
entity_0031,entity_0052,0,train
entity_0052,entity_0031,0,test
entity_0009,entity_0015,1,train
entity_0015,entity_0009,1,validation
entity_0057,entity_0076,1,train
entity_0076,entity_0057,1,test
entity_0076,entity_0065,1,train
entity_0065,entity_0076,1,test
