pair_id,pair_role,unordered_entity_a,unordered_entity_b,label,train_entity_1,train_entity_2,holdout_entity_1,holdout_entity_2,reverse_split
pair_000070,query,entity_0033,entity_0011,1,entity_0033,entity_0011,entity_0011,entity_0033,test
pair_000071,demo,entity_0023,entity_0034,1,entity_0034,entity_0023,entity_0023,entity_0034,train
pair_000072,query,entity_0047,entity_0004,1,entity_0047,entity_0004,entity_0004,entity_0047,test
pair_000073,demo,entity_0014,entity_0028,1,entity_0014,entity_0028,entity_0028,entity_0014,train
pair_000074,demo,entity_0041,entity_0057,0,entity_0041,entity_0057,entity_0057,entity_0041,train
pair_000075,query,entity_0036,entity_0005,0,entity_0036,entity_0005,entity_0005,entity_0036,test
pair_000076,demo,entity_0008,entity_0002,0,entity_0002,entity_0008,entity_0008,entity_0002,train
pair_000077,query,entity_0046,entity_0035,1,entity_0035,entity_0046,entity_0046,entity_0035,test
pair_000078,query,entity_0008,entity_0037,0,entity_0037,entity_0008,entity_0008,entity_0037,test
pair_000079,query,entity_0001,entity_0020,1,entity_0020,entity_0001,entity_0001,entity_0020,test
pair_000080,query,entity_0030,entity_0047,0,entity_0047,entity_0030,entity_0030,entity_0047,test
pair_000081,query,entity_0056,entity_0012,1,entity_0012,entity_0056,entity_0056,entity_0012,validation
pair_000082,demo,entity_0053,entity_0014,0,entity_0053,entity_0014,entity_0014,entity_0053,train
pair_000083,query,entity_0042,entity_0008,1,entity_0042,entity_0008,entity_0008,entity_0042,test
pair_000084,demo,entity_0058,entity_0057,1,entity_0057,entity_0058,entity_0058,entity_0057,train
pair_000085,query,entity_0023,entity_0031,0,entity_0031,entity_0023,entity_0023,entity_0031,test
pair_000086,query,entity_0054,entity_0020,0,entity_0020,entity_0054,entity_0054,entity_0020,validation
pair_000087,demo,entity_0037,entity_0058,1,entity_0058,entity_0037,entity_0037,entity_0058,train
pair_000088,demo,entity_0052,entity_0028,0,entity_0028,entity_0052,entity_0052,entity_0028,train
pair_000089,query,entity_0013,entity_0005,1,entity_0013,entity_0005,entity_0005,entity_0013,validation
pair_000090,query,entity_0010,entity_0025,1,entity_0010,entity_0025,entity_0025,entity_0010,validation
pair_000091,query,entity_0052,entity_0051,0,entity_0051,entity_0052,entity_0052,entity_0051,test
pair_000092,query,entity_0040,entity_0032,0,entity_0040,entity_0032,entity_0032,entity_0040,test
pair_000093,demo,entity_0016,entity_0006,1,entity_0016,entity_0006,entity_0006,entity_0016,train
pair_000094,query,entity_0004,entity_0007,1,entity_0004,entity_0007,entity_0007,entity_0004,test
pair_000095,query,entity_0059,entity_0044,0,entity_0044,entity_0059,entity_0059,entity_0044,test
pair_000096,demo,entity_0013,entity_0003,1,entity_0013,entity_0003,entity_0003,entity_0013,train
pair_000097,demo,entity_0042,entity_0013,0,entity_0042,entity_0013,entity_0013,entity_0042,train
pair_000098,query,entity_0038,entity_0054,0,entity_0038,entity_0054,entity_0054,entity_0038,test
pair_000099,demo,entity_0048,entity_0003,0,entity_0003,entity_0048,entity_0048,entity_0003,train
pair_000100,demo,entity_0037,entity_0005,0,entity_0005,entity_0037,entity_0037,entity_0005,train
pair_000101,query,entity_0001,entity_0053,1,entity_0053,entity_0001,entity_0001,entity_0053,test
pair_000102,demo,entity_0050,entity_0020,0,entity_0050,entity_0020,entity_0020,entity_0050,train
pair_000103,query,entity_0041,entity_0038,1,entity_0041,entity_0038,entity_0038,entity_0041,test
pair_000104,demo,entity_0050,entity_0044,0,entity_0050,entity_0044,entity_0044,entity_0050,train
pair_000105,query,entity_0036,entity_0018,1,entity_0018,entity_0036,entity_0036,entity_0018,test
pair_000106,demo,entity_0023,entity_0036,0,entity_0023,entity_0036,entity_0036,entity_0023,train
pair_000107,query,entity_0006,entity_0007,0,entity_0007,entity_0006,entity_0006,entity_0007,test
pair_000108,query,entity_0060,entity_0021,1,entity_0060,entity_0021,entity_0021,entity_0060,test
pair_000109,demo,entity_0044,entity_0022,1,entity_0044,entity_0022,entity_0022,entity_0044,train
pair_000110,demo,entity_0025,entity_0053,1,entity_0025,entity_0053,entity_0053,entity_0025,train
pair_000111,query,entity_0015,entity_0032,0,entity_0032,entity_0015,entity_0015,entity_0032,test
pair_000112,query,entity_0024,entity_0052,1,entity_0024,entity_0052,entity_0052,entity_0024,test
pair_000113,query,entity_0019,entity_0030,0,entity_0019,entity_0030,entity_0030,entity_0019,test
pair_000114,demo,entity_0055,entity_0043,0,entity_0043,entity_0055,entity_0055,entity_0043,train
pair_000115,query,entity_0057,entity_0031,1,entity_0057,entity_0031,entity_0031,entity_0057,validation
pair_000116,demo,entity_0054,entity_0013,0,entity_0013,entity_0054,entity_0054,entity_0013,train
pair_000117,demo,entity_0052,entity_0011,1,entity_0052,entity_0011,entity_0011,entity_0052,train
pair_000118,query,entity_0048,entity_0002,0,entity_0002,entity_0048,entity_0048,entity_0002,test
pair_000119,demo,entity_0029,entity_0005,0,entity_0029,entity_0005,entity_0005,entity_0029,train
pair_000120,demo,entity_0016,entity_0038,1,entity_0016,entity_0038,entity_0038,entity_0016,train
pair_000121,query,entity_0009,entity_0013,1,entity_0009,entity_0013,entity_0013,entity_0009,test
pair_000122,demo,entity_0018,entity_0007,0,entity_0007,entity_0018,entity_0018,entity_0007,train
pair_000123,query,entity_0047,entity_0032,1,entity_0032,entity_0047,entity_0047,entity_0032,test
pair_000124,query,entity_0056,entity_0051,0,entity_0051,entity_0056,entity_0056,entity_0051,test
pair_000125,demo,entity_0036,entity_0031,0,entity_0036,entity_0031,entity_0031,entity_0036,train
pair_000126,query,entity_0024,entity_0008,0,entity_0008,entity_0024,entity_0024,entity_0008,test
pair_000127,query,entity_0025,entity_0007,0,entity_0007,entity_0025,entity_0025,entity_0007,test
pair_000128,demo,entity_0012,entity_0053,0,entity_0053,entity_0012,entity_0012,entity_0053,train
pair_000129,query,entity_0035,entity_0022,0,entity_0022,entity_0035,entity_0035,entity_0022,test
pair_000130,demo,entity_0043,entity_0028,1,entity_0028,entity_0043,entity_0043,entity_0028,train
pair_000131,demo,entity_0056,entity_0059,1,entity_0059,entity_0056,entity_0056,entity_0059,train
pair_000132,demo,entity_0034,entity_0053,0,entity_0053,entity_0034,entity_0034,entity_0053,train
pair_000133,demo,entity_0038,entity_0023,0,entity_0038,entity_0023,entity_0023,entity_0038,train
pair_000134,demo,entity_0044,entity_0017,0,entity_0044,entity_0017,entity_0017,entity_0044,train
pair_000135,query,entity_0026,entity_0043,1,entity_0043,entity_0026,entity_0026,entity_0043,test
pair_000136,query,entity_0035,entity_0003,0,entity_0003,entity_0035,entity_0035,entity_0003,test
pair_000137,demo,entity_0051,entity_0003,1,entity_0051,entity_0003,entity_0003,entity_0051,train
pair_000138,demo,entity_0021,entity_0035,0,entity_0035,entity_0021,entity_0021,entity_0035,train
pair_000139,demo,entity_0014,entity_0026,1,entity_0014,entity_0026,entity_0026,entity_0014,train
pair_000140,demo,entity_0044,entity_0039,0,entity_0044,entity_0039,entity_0039,entity_0044,train
pair_000141,query,entity_0060,entity_0012,1,entity_0012,entity_0060,entity_0060,entity_0012,test
pair_000142,query,entity_0040,entity_0018,0,entity_0018,entity_0040,entity_0040,entity_0018,validation
pair_000143,query,entity_0019,entity_0035,1,entity_0019,entity_0035,entity_0035,entity_0019,test
pair_000144,query,entity_0020,entity_0053,1,entity_0053,entity_0020,entity_0020,entity_0053,test
pair_000145,query,entity_0043,entity_0002,1,entity_0002,entity_0043,entity_0043,entity_0002,validation
pair_000146,query,entity_0006,entity_0020,0,entity_0006,entity_0020,entity_0020,entity_0006,test
pair_000147,query,entity_0029,entity_0025,0,entity_0025,entity_0029,entity_0029,entity_0025,test
pair_000148,demo,entity_0009,entity_0003,1,entity_0009,entity_0003,entity_0003,entity_0009,train
pair_000149,demo,entity_0056,entity_0005,0,entity_0005,entity_0056,entity_0056,entity_0005,train
pair_000150,query,entity_0008,entity_0034,1,entity_0008,entity_0034,entity_0034,entity_0008,test
pair_000151,demo,entity_0051,entity_0025,0,entity_0025,entity_0051,entity_0051,entity_0025,train
pair_000152,query,entity_0041,entity_0045,0,entity_0045,entity_0041,entity_0041,entity_0045,test
pair_000153,demo,entity_0001,entity_0025,1,entity_0025,entity_0001,entity_0001,entity_0025,train
pair_000154,query,entity_0038,entity_0015,0,entity_0038,entity_0015,entity_0015,entity_0038,test
pair_000155,query,entity_0018,entity_0029,1,entity_0018,entity_0029,entity_0029,entity_0018,test
pair_000156,query,entity_0006,entity_0038,1,entity_0006,entity_0038,entity_0038,entity_0006,test
pair_000157,demo,entity_0003,entity_0005,1,entity_0005,entity_0003,entity_0003,entity_0005,train
pair_000158,query,entity_0028,entity_0002,1,entity_0028,entity_0002,entity_0002,entity_0028,test
pair_000159,demo,entity_0035,entity_0024,0,entity_0035,entity_0024,entity_0024,entity_0035,train
pair_000160,demo,entity_0050,entity_0019,1,entity_0019,entity_0050,entity_0050,entity_0019,train
pair_000161,query,entity_0012,entity_0011,0,entity_0011,entity_0012,entity_0012,entity_0011,test
pair_000162,query,entity_0044,entity_0055,1,entity_0055,entity_0044,entity_0044,entity_0055,test
pair_000163,query,entity_0045,entity_0034,1,entity_0034,entity_0045,entity_0045,entity_0034,validation
pair_000164,query,entity_0050,entity_0029,0,entity_0050,entity_0029,entity_0029,entity_0050,test
pair_000165,query,entity_0046,entity_0048,1,entity_0048,entity_0046,entity_0046,entity_0048,validation
pair_000166,demo,entity_0045,entity_0023,1,entity_0045,entity_0023,entity_0023,entity_0045,train
pair_000167,demo,entity_0036,entity_0010,0,entity_0036,entity_0010,entity_0010,entity_0036,train
pair_000168,query,entity_0059,entity_0034,0,entity_0034,entity_0059,entity_0059,entity_0034,test
pair_000169,demo,entity_0029,entity_0017,1,entity_0017,entity_0029,entity_0029,entity_0017,train
pair_000170,query,entity_0026,entity_0002,1,entity_0026,entity_0002,entity_0002,entity_0026,test
pair_000171,demo,entity_0030,entity_0031,1,entity_0030,entity_0031,entity_0031,entity_0030,train
pair_000172,demo,entity_0054,entity_0036,0,entity_0054,entity_0036,entity_0036,entity_0054,train
pair_000173,query,entity_0039,entity_0057,0,entity_0039,entity_0057,entity_0057,entity_0039,test
pair_000174,demo,entity_0016,entity_0049,1,entity_0016,entity_0049,entity_0049,entity_0016,train
pair_000175,demo,entity_0055,entity_0022,1,entity_0022,entity_0055,entity_0055,entity_0022,train
pair_000176,demo,entity_0038,entity_0030,0,entity_0030,entity_0038,entity_0038,entity_0030,train
pair_000177,query,entity_0044,entity_0054,1,entity_0044,entity_0054,entity_0054,entity_0044,test
pair_000178,query,entity_0039,entity_0017,1,entity_0039,entity_0017,entity_0017,entity_0039,test
pair_000179,query,entity_0031,entity_0014,0,entity_0014,entity_0031,entity_0031,entity_0014,test
pair_000180,query,entity_0020,entity_0025,1,entity_0025,entity_0020,entity_0020,entity_0025,test
pair_000181,query,entity_0033,entity_0043,0,entity_0043,entity_0033,entity_0033,entity_0043,validation
pair_000182,demo,entity_0024,entity_0033,1,entity_0024,entity_0033,entity_0033,entity_0024,train
pair_000183,demo,entity_0042,entity_0045,1,entity_0045,entity_0042,entity_0042,entity_0045,train
pair_000184,demo,entity_0030,entity_0057,1,entity_0030,entity_0057,entity_0057,entity_0030,train
pair_000185,query,entity_0018,entity_0017,1,entity_0017,entity_0018,entity_0018,entity_0017,test
pair_000186,query,entity_0014,entity_0043,1,entity_0043,entity_0014,entity_0014,entity_0043,test
pair_000187,demo,entity_0045,entity_0008,1,entity_0008,entity_0045,entity_0045,entity_0008,train
pair_000188,demo,entity_0007,entity_0002,0,entity_0007,entity_0002,entity_0002,entity_0007,train
pair_000189,demo,entity_0004,entity_0032,1,entity_0032,entity_0004,entity_0004,entity_0032,train
pair_000190,query,entity_0009,entity_0005,1,entity_0005,entity_0009,entity_0009,entity_0005,validation
pair_000191,demo,entity_0036,entity_0017,1,entity_0017,entity_0036,entity_0036,entity_0017,train
pair_000192,demo,entity_0049,entity_0038,1,entity_0038,entity_0049,entity_0049,entity_0038,train
pair_000193,query,entity_0013,entity_0043,0,entity_0013,entity_0043,entity_0043,entity_0013,test
pair_000194,query,entity_0008,entity_0029,0,entity_0029,entity_0008,entity_0008,entity_0029,validation
pair_000195,demo,entity_0059,entity_0021,1,entity_0021,entity_0059,entity_0059,entity_0021,train
pair_000196,demo,entity_0044,entity_0005,0,entity_0005,entity_0044,entity_0044,entity_0005,train
pair_000197,query,entity_0060,entity_0054,0,entity_0054,entity_0060,entity_0060,entity_0054,validation
pair_000198,demo,entity_0058,entity_0031,1,entity_0031,entity_0058,entity_0058,entity_0031,train
pair_000199,demo,entity_0040,entity_0054,1,entity_0040,entity_0054,entity_0054,entity_0040,train
pair_000200,query,entity_0035,entity_0044,0,entity_0035,entity_0044,entity_0044,entity_0035,test
pair_000201,demo,entity_0041,entity_0006,1,entity_0041,entity_0006,entity_0006,entity_0041,train
pair_000202,demo,entity_0031,entity_0051,0,entity_0051,entity_0031,entity_0031,entity_0051,train
pair_000203,query,entity_0058,entity_0025,0,entity_0058,entity_0025,entity_0025,entity_0058,test
pair_000204,demo,entity_0048,entity_0010,0,entity_0048,entity_0010,entity_0010,entity_0048,train
pair_000205,query,entity_0041,entity_0007,0,entity_0007,entity_0041,entity_0041,entity_0007,test
pair_000206,query,entity_0035,entity_0025,0,entity_0025,entity_0035,entity_0035,entity_0025,test
pair_000207,query,entity_0011,entity_0025,0,entity_0025,entity_0011,entity_0011,entity_0025,validation
pair_000208,query,entity_0013,entity_0028,0,entity_0013,entity_0028,entity_0028,entity_0013,test
pair_000209,demo,entity_0054,entity_0037,0,entity_0054,entity_0037,entity_0037,entity_0054,train
pair_000210,demo,entity_0040,entity_0047,0,entity_0040,entity_0047,entity_0047,entity_0040,train
pair_000211,query,entity_0054,entity_0022,1,entity_0054,entity_0022,entity_0022,entity_0054,test
pair_000212,query,entity_0030,entity_0058,1,entity_0030,entity_0058,entity_0058,entity_0030,test
pair_000213,demo,entity_0024,entity_0011,1,entity_0011,entity_0024,entity_0024,entity_0011,train
pair_000214,demo,entity_0033,entity_0003,0,entity_0033,entity_0003,entity_0003,entity_0033,train
pair_000215,demo,entity_0040,entity_0022,1,entity_0022,entity_0040,entity_0040,entity_0022,train
pair_000216,query,entity_0042,entity_0027,0,entity_0042,entity_0027,entity_0027,entity_0042,validation
pair_000217,demo,entity_0060,entity_0059,1,entity_0059,entity_0060,entity_0060,entity_0059,train
pair_000218,query,entity_0036,entity_0032,0,entity_0032,entity_0036,entity_0036,entity_0032,validation
pair_000219,demo,entity_0032,entity_0027,1,entity_0032,entity_0027,entity_0027,entity_0032,train
pair_000220,demo,entity_0056,entity_0017,0,entity_0017,entity_0056,entity_0056,entity_0017,train
pair_000221,query,entity_0060,entity_0009,0,entity_0009,entity_0060,entity_0060,entity_0009,test
pair_000222,query,entity_0006,entity_0028,0,entity_0006,entity_0028,entity_0028,entity_0006,test
pair_000223,query,entity_0060,entity_0027,0,entity_0060,entity_0027,entity_0027,entity_0060,test
pair_000224,demo,entity_0052,entity_0033,1,entity_0033,entity_0052,entity_0052,entity_0033,train
pair_000225,demo,entity_0029,entity_0039,1,entity_0039,entity_0029,entity_0029,entity_0039,train
pair_000226,query,entity_0018,entity_0039,1,entity_0039,entity_0018,entity_0018,entity_0039,test
pair_000227,query,entity_0008,entity_0023,1,entity_0023,entity_0008,entity_0008,entity_0023,test
pair_000228,demo,entity_0054,entity_0053,0,entity_0053,entity_0054,entity_0054,entity_0053,train
pair_000229,demo,entity_0036,entity_0037,0,entity_0036,entity_0037,entity_0037,entity_0036,train
pair_000230,demo,entity_0007,entity_0032,1,entity_0032,entity_0007,entity_0007,entity_0032,train
pair_000231,query,entity_0050,entity_0046,1,entity_0050,entity_0046,entity_0046,entity_0050,test
pair_000232,demo,entity_0006,entity_0054,0,entity_0006,entity_0054,entity_0054,entity_0006,train
pair_000233,query,entity_0041,entity_0049,1,entity_0041,entity_0049,entity_0049,entity_0041,validation
pair_000234,query,entity_0039,entity_0026,0,entity_0026,entity_0039,entity_0039,entity_0026,validation
pair_000235,query,entity_0014,entity_0002,1,entity_0002,entity_0014,entity_0014,entity_0002,validation
pair_000236,demo,entity_0050,entity_0048,1,entity_0050,entity_0048,entity_0048,entity_0050,train
pair_000237,demo,entity_0036,entity_0029,1,entity_0029,entity_0036,entity_0036,entity_0029,train
pair_000238,demo,entity_0006,entity_0049,1,entity_0006,entity_0049,entity_0049,entity_0006,train
pair_000239,query,entity_0015,entity_0003,0,entity_0003,entity_0015,entity_0015,entity_0003,test
pair_000240,demo,entity_0056,entity_0039,0,entity_0056,entity_0039,entity_0039,entity_0056,train
