pair_id,pair_role,unordered_entity_a,unordered_entity_b,label,train_entity_1,train_entity_2,holdout_entity_1,holdout_entity_2,reverse_split
pair_000155,demo,entity_0513,entity_0849,0,entity_0513,entity_0849,entity_0849,entity_0513,train
pair_000156,query,entity_0377,entity_0478,1,entity_0478,entity_0377,entity_0377,entity_0478,validation
pair_000157,demo,entity_0417,entity_0127,1,entity_0127,entity_0417,entity_0417,entity_0127,train
pair_000158,query,entity_0529,entity_0057,1,entity_0529,entity_0057,entity_0057,entity_0529,test
pair_000159,demo,entity_0376,entity_0036,0,entity_0376,entity_0036,entity_0036,entity_0376,train
pair_000160,query,entity_0242,entity_0842,0,entity_0242,entity_0842,entity_0842,entity_0242,test
pair_000161,query,entity_0381,entity_0159,0,entity_0381,entity_0159,entity_0159,entity_0381,validation
pair_000162,query,entity_0412,entity_0299,1,entity_0299,entity_0412,entity_0412,entity_0299,test
pair_000163,demo,entity_0890,entity_0094,1,entity_0094,entity_0890,entity_0890,entity_0094,train
pair_000164,query,entity_0781,entity_0187,1,entity_0187,entity_0781,entity_0781,entity_0187,validation
pair_000165,query,entity_0523,entity_0339,1,entity_0339,entity_0523,entity_0523,entity_0339,test
pair_000166,demo,entity_0660,entity_0560,0,entity_0560,entity_0660,entity_0660,entity_0560,train
pair_000167,query,entity_0935,entity_0059,0,entity_0059,entity_0935,entity_0935,entity_0059,test
pair_000168,query,entity_0900,entity_0898,0,entity_0898,entity_0900,entity_0900,entity_0898,test
pair_000169,query,entity_0634,entity_0792,0,entity_0634,entity_0792,entity_0792,entity_0634,test
pair_000170,query,entity_0010,entity_0436,0,entity_0010,entity_0436,entity_0436,entity_0010,test
pair_000171,query,entity_0922,entity_0102,1,entity_0922,entity_0102,entity_0102,entity_0922,test
pair_000172,query,entity_0967,entity_0728,0,entity_0967,entity_0728,entity_0728,entity_0967,test
pair_000173,query,entity_0838,entity_0209,0,entity_0209,entity_0838,entity_0838,entity_0209,test
pair_000174,query,entity_0972,entity_0343,1,entity_0972,entity_0343,entity_0343,entity_0972,validation
pair_000175,query,entity_0590,entity_0331,0,entity_0590,entity_0331,entity_0331,entity_0590,test
pair_000176,demo,entity_0159,entity_0278,1,entity_0278,entity_0159,entity_0159,entity_0278,train
pair_000177,demo,entity_0432,entity_0804,1,entity_0804,entity_0432,entity_0432,entity_0804,train
pair_000178,query,entity_0766,entity_0890,0,entity_0766,entity_0890,entity_0890,entity_0766,test
pair_000179,demo,entity_0091,entity_0537,0,entity_0537,entity_0091,entity_0091,entity_0537,train
pair_000180,query,entity_0028,entity_0157,1,entity_0028,entity_0157,entity_0157,entity_0028,validation
pair_000181,query,entity_0881,entity_0677,1,entity_0677,entity_0881,entity_0881,entity_0677,test
pair_000182,query,entity_0554,entity_0188,0,entity_0554,entity_0188,entity_0188,entity_0554,test
pair_000183,query,entity_0058,entity_0876,1,entity_0058,entity_0876,entity_0876,entity_0058,validation
pair_000184,query,entity_0141,entity_0830,0,entity_0830,entity_0141,entity_0141,entity_0830,test
pair_000185,query,entity_0699,entity_0755,0,entity_0699,entity_0755,entity_0755,entity_0699,validation
pair_000186,query,entity_0481,entity_0065,0,entity_0481,entity_0065,entity_0065,entity_0481,test
pair_000187,demo,entity_0112,entity_0056,1,entity_0112,entity_0056,entity_0056,entity_0112,train
pair_000188,query,entity_0216,entity_0345,0,entity_0345,entity_0216,entity_0216,entity_0345,test
pair_000189,demo,entity_0886,entity_0142,0,entity_0886,entity_0142,entity_0142,entity_0886,train
pair_000190,query,entity_0530,entity_0524,0,entity_0524,entity_0530,entity_0530,entity_0524,test
pair_000191,demo,entity_0802,entity_0754,1,entity_0802,entity_0754,entity_0754,entity_0802,train
pair_000192,query,entity_0076,entity_0989,1,entity_0076,entity_0989,entity_0989,entity_0076,test
pair_000193,query,entity_0949,entity_0572,1,entity_0949,entity_0572,entity_0572,entity_0949,test
pair_000194,query,entity_0798,entity_0614,1,entity_0798,entity_0614,entity_0614,entity_0798,validation
pair_000195,demo,entity_0209,entity_0745,0,entity_0745,entity_0209,entity_0209,entity_0745,train
pair_000196,query,entity_0514,entity_0718,0,entity_0514,entity_0718,entity_0718,entity_0514,test
pair_000197,demo,entity_0457,entity_0083,0,entity_0083,entity_0457,entity_0457,entity_0083,train
pair_000198,demo,entity_0869,entity_0742,0,entity_0869,entity_0742,entity_0742,entity_0869,train
pair_000199,demo,entity_0315,entity_0580,0,entity_0315,entity_0580,entity_0580,entity_0315,train
pair_000200,demo,entity_0220,entity_0235,0,entity_0220,entity_0235,entity_0235,entity_0220,train
pair_000201,demo,entity_0424,entity_0288,1,entity_0288,entity_0424,entity_0424,entity_0288,train
pair_000202,demo,entity_0751,entity_0550,0,entity_0550,entity_0751,entity_0751,entity_0550,train
pair_000203,query,entity_0863,entity_0458,1,entity_0863,entity_0458,entity_0458,entity_0863,test
pair_000204,demo,entity_0440,entity_0759,1,entity_0440,entity_0759,entity_0759,entity_0440,train
pair_000205,query,entity_0477,entity_0731,0,entity_0731,entity_0477,entity_0477,entity_0731,test
pair_000206,query,entity_0086,entity_0807,1,entity_0086,entity_0807,entity_0807,entity_0086,test
pair_000207,query,entity_0332,entity_0003,0,entity_0332,entity_0003,entity_0003,entity_0332,test
pair_000208,demo,entity_0465,entity_0950,0,entity_0465,entity_0950,entity_0950,entity_0465,train
pair_000209,query,entity_0645,entity_0368,0,entity_0645,entity_0368,entity_0368,entity_0645,test
pair_000210,query,entity_0622,entity_0754,1,entity_0754,entity_0622,entity_0622,entity_0754,validation
pair_000211,query,entity_0751,entity_0364,0,entity_0751,entity_0364,entity_0364,entity_0751,validation
pair_000212,demo,entity_0805,entity_0539,0,entity_0539,entity_0805,entity_0805,entity_0539,train
pair_000213,query,entity_0931,entity_0594,1,entity_0931,entity_0594,entity_0594,entity_0931,test
pair_000214,query,entity_0782,entity_0079,0,entity_0079,entity_0782,entity_0782,entity_0079,validation
pair_000215,demo,entity_0467,entity_0832,0,entity_0467,entity_0832,entity_0832,entity_0467,train
pair_000216,demo,entity_0201,entity_0339,0,entity_0339,entity_0201,entity_0201,entity_0339,train
pair_000217,demo,entity_0440,entity_0287,0,entity_0440,entity_0287,entity_0287,entity_0440,train
pair_000218,query,entity_0103,entity_0359,0,entity_0103,entity_0359,entity_0359,entity_0103,test
pair_000219,query,entity_0356,entity_0037,0,entity_0037,entity_0356,entity_0356,entity_0037,validation
pair_000220,demo,entity_0372,entity_0594,1,entity_0594,entity_0372,entity_0372,entity_0594,train
pair_000221,demo,entity_0546,entity_0430,0,entity_0546,entity_0430,entity_0430,entity_0546,train
pair_000222,query,entity_0418,entity_0270,0,entity_0418,entity_0270,entity_0270,entity_0418,test
pair_000223,query,entity_0513,entity_0206,0,entity_0206,entity_0513,entity_0513,entity_0206,test
pair_000224,query,entity_0749,entity_0116,1,entity_0116,entity_0749,entity_0749,entity_0116,test
pair_000225,query,entity_0417,entity_0518,1,entity_0417,entity_0518,entity_0518,entity_0417,test
pair_000226,demo,entity_0864,entity_0215,1,entity_0864,entity_0215,entity_0215,entity_0864,train
pair_000227,demo,entity_0825,entity_0733,1,entity_0825,entity_0733,entity_0733,entity_0825,train
pair_000228,query,entity_0832,entity_0747,1,entity_0832,entity_0747,entity_0747,entity_0832,test
pair_000229,demo,entity_0122,entity_0070,0,entity_0122,entity_0070,entity_0070,entity_0122,train
pair_000230,query,entity_0365,entity_0364,0,entity_0364,entity_0365,entity_0365,entity_0364,test
pair_000231,demo,entity_0310,entity_0396,0,entity_0310,entity_0396,entity_0396,entity_0310,train
pair_000232,query,entity_0433,entity_0460,0,entity_0433,entity_0460,entity_0460,entity_0433,validation
pair_000233,demo,entity_0345,entity_0108,1,entity_0345,entity_0108,entity_0108,entity_0345,train
pair_000234,demo,entity_0113,entity_0524,0,entity_0524,entity_0113,entity_0113,entity_0524,train
pair_000235,query,entity_0451,entity_0159,0,entity_0159,entity_0451,entity_0451,entity_0159,test
pair_000236,demo,entity_0990,entity_0415,1,entity_0990,entity_0415,entity_0415,entity_0990,train
pair_000237,query,entity_0667,entity_0877,1,entity_0667,entity_0877,entity_0877,entity_0667,validation
pair_000238,demo,entity_0554,entity_0066,1,entity_0066,entity_0554,entity_0554,entity_0066,train
pair_000239,demo,entity_0715,entity_0346,1,entity_0715,entity_0346,entity_0346,entity_0715,train
pair_000240,demo,entity_0119,entity_0697,0,entity_0119,entity_0697,entity_0697,entity_0119,train
pair_000241,demo,entity_1000,entity_0917,1,entity_1000,entity_0917,entity_0917,entity_1000,train
pair_000242,demo,entity_0890,entity_0442,1,entity_0890,entity_0442,entity_0442,entity_0890,train
pair_000243,demo,entity_0119,entity_0140,1,entity_0140,entity_0119,entity_0119,entity_0140,train
pair_000244,demo,entity_0599,entity_0798,0,entity_0798,entity_0599,entity_0599,entity_0798,train
pair_000245,query,entity_0585,entity_0161,1,entity_0585,entity_0161,entity_0161,entity_0585,test
pair_000246,query,entity_0489,entity_0549,0,entity_0489,entity_0549,entity_0549,entity_0489,test
pair_000247,query,entity_0759,entity_0188,0,entity_0188,entity_0759,entity_0759,entity_0188,validation
pair_000248,query,entity_0386,entity_0940,1,entity_0940,entity_0386,entity_0386,entity_0940,test
pair_000249,demo,entity_0444,entity_0847,1,entity_0444,entity_0847,entity_0847,entity_0444,train
pair_000250,query,entity_0881,entity_0926,0,entity_0926,entity_0881,entity_0881,entity_0926,test
pair_000251,query,entity_0027,entity_0987,0,entity_0987,entity_0027,entity_0027,entity_0987,test
pair_000252,query,entity_0905,entity_0095,1,entity_0905,entity_0095,entity_0095,entity_0905,test
pair_000253,demo,entity_0996,entity_0090,1,entity_0996,entity_0090,entity_0090,entity_0996,train
pair_000254,query,entity_0337,entity_0932,1,entity_0932,entity_0337,entity_0337,entity_0932,test
pair_000255,demo,entity_0210,entity_0183,0,entity_0183,entity_0210,entity_0210,entity_0183,train
pair_000256,query,entity_0210,entity_0232,1,entity_0210,entity_0232,entity_0232,entity_0210,test
pair_000257,demo,entity_0190,entity_0672,1,entity_0672,entity_0190,entity_0190,entity_0672,train
pair_000258,demo,entity_0575,entity_0305,0,entity_0575,entity_0305,entity_0305,entity_0575,train
pair_000259,demo,entity_0089,entity_0695,1,entity_0089,entity_0695,entity_0695,entity_0089,train
pair_000260,demo,entity_0162,entity_0915,0,entity_0915,entity_0162,entity_0162,entity_0915,train
pair_000261,query,entity_0279,entity_0340,0,entity_0279,entity_0340,entity_0340,entity_0279,test
pair_000262,demo,entity_0680,entity_0002,1,entity_0680,entity_0002,entity_0002,entity_0680,train
pair_000263,query,entity_0271,entity_0351,0,entity_0351,entity_0271,entity_0271,entity_0351,validation
pair_000264,demo,entity_0623,entity_0142,1,entity_0623,entity_0142,entity_0142,entity_0623,train
pair_000265,query,entity_0623,entity_0110,1,entity_0110,entity_0623,entity_0623,entity_0110,test
pair_000266,demo,entity_0030,entity_0017,1,entity_0017,entity_0030,entity_0030,entity_0017,train
pair_000267,query,entity_0441,entity_0743,1,entity_0441,entity_0743,entity_0743,entity_0441,test
pair_000268,query,entity_0855,entity_0436,1,entity_0855,entity_0436,entity_0436,entity_0855,test
pair_000269,query,entity_0364,entity_0854,1,entity_0364,entity_0854,entity_0854,entity_0364,test
pair_000270,demo,entity_0887,entity_0564,0,entity_0887,entity_0564,entity_0564,entity_0887,train
pair_000271,demo,entity_0519,entity_0238,1,entity_0519,entity_0238,entity_0238,entity_0519,train
pair_000272,query,entity_0632,entity_0040,1,entity_0040,entity_0632,entity_0632,entity_0040,validation
pair_000273,query,entity_0311,entity_0598,0,entity_0311,entity_0598,entity_0598,entity_0311,test
pair_000274,query,entity_0990,entity_0072,0,entity_0990,entity_0072,entity_0072,entity_0990,test
pair_000275,demo,entity_0375,entity_0630,0,entity_0375,entity_0630,entity_0630,entity_0375,train
pair_000276,query,entity_0106,entity_0498,0,entity_0106,entity_0498,entity_0498,entity_0106,test
pair_000277,query,entity_0976,entity_0705,0,entity_0705,entity_0976,entity_0976,entity_0705,test
pair_000278,demo,entity_0021,entity_0496,0,entity_0496,entity_0021,entity_0021,entity_0496,train
pair_000279,query,entity_0155,entity_0362,0,entity_0362,entity_0155,entity_0155,entity_0362,test
pair_000280,demo,entity_0292,entity_0460,1,entity_0460,entity_0292,entity_0292,entity_0460,train
pair_000281,query,entity_0639,entity_0565,1,entity_0565,entity_0639,entity_0639,entity_0565,validation
pair_000282,demo,entity_0923,entity_0170,0,entity_0170,entity_0923,entity_0923,entity_0170,train
pair_000283,demo,entity_0830,entity_0527,0,entity_0527,entity_0830,entity_0830,entity_0527,train
pair_000284,demo,entity_0282,entity_0828,1,entity_0282,entity_0828,entity_0828,entity_0282,train
pair_000285,demo,entity_0009,entity_0927,0,entity_0009,entity_0927,entity_0927,entity_0009,train
