pair_id,pair_role,unordered_entity_a,unordered_entity_b,label,train_entity_1,train_entity_2,holdout_entity_1,holdout_entity_2,reverse_split
pair_000038,query,entity_0022,entity_0024,1,entity_0022,entity_0024,entity_0024,entity_0022,test
pair_000039,query,entity_0025,entity_0042,0,entity_0025,entity_0042,entity_0042,entity_0025,test
pair_000040,query,entity_0001,entity_0002,1,entity_0001,entity_0002,entity_0002,entity_0001,test
pair_000041,query,entity_0041,entity_0044,1,entity_0044,entity_0041,entity_0041,entity_0044,test
pair_000042,query,entity_0006,entity_0047,0,entity_0047,entity_0006,entity_0006,entity_0047,test
pair_000043,query,entity_0021,entity_0024,1,entity_0024,entity_0021,entity_0021,entity_0024,test
pair_000044,query,entity_0051,entity_0053,1,entity_0051,entity_0053,entity_0053,entity_0051,test
pair_000045,query,entity_0036,entity_0037,1,entity_0036,entity_0037,entity_0037,entity_0036,test
pair_000046,query,entity_0005,entity_0021,0,entity_0021,entity_0005,entity_0005,entity_0021,test
pair_000047,query,entity_0050,entity_0056,0,entity_0056,entity_0050,entity_0050,entity_0056,validation
pair_000048,query,entity_0015,entity_0049,0,entity_0049,entity_0015,entity_0015,entity_0049,test
pair_000049,query,entity_0058,entity_0059,1,entity_0059,entity_0058,entity_0058,entity_0059,test
pair_000050,query,entity_0006,entity_0036,0,entity_0036,entity_0006,entity_0006,entity_0036,test
pair_000051,query,entity_0016,entity_0044,0,entity_0016,entity_0044,entity_0044,entity_0016,test
pair_000052,query,entity_0011,entity_0039,0,entity_0039,entity_0011,entity_0011,entity_0039,test
pair_000053,query,entity_0046,entity_0050,1,entity_0046,entity_0050,entity_0050,entity_0046,test
pair_000054,query,entity_0047,entity_0056,0,entity_0047,entity_0056,entity_0056,entity_0047,test
pair_000055,query,entity_0041,entity_0043,1,entity_0041,entity_0043,entity_0043,entity_0041,test
pair_000056,query,entity_0056,entity_0057,1,entity_0056,entity_0057,entity_0057,entity_0056,test
pair_000057,query,entity_0042,entity_0043,1,entity_0042,entity_0043,entity_0043,entity_0042,test
pair_000058,query,entity_0057,entity_0058,1,entity_0057,entity_0058,entity_0058,entity_0057,test
pair_000059,query,entity_0008,entity_0009,1,entity_0009,entity_0008,entity_0008,entity_0009,test
pair_000060,query,entity_0011,entity_0047,0,entity_0011,entity_0047,entity_0047,entity_0011,test
pair_000061,query,entity_0038,entity_0039,1,entity_0038,entity_0039,entity_0039,entity_0038,validation
pair_000062,query,entity_0015,entity_0021,0,entity_0015,entity_0021,entity_0021,entity_0015,test
pair_000063,query,entity_0026,entity_0028,1,entity_0028,entity_0026,entity_0026,entity_0028,validation
pair_000064,query,entity_0022,entity_0032,0,entity_0022,entity_0032,entity_0032,entity_0022,validation
pair_000065,query,entity_0012,entity_0015,1,entity_0012,entity_0015,entity_0015,entity_0012,test
pair_000066,query,entity_0001,entity_0005,1,entity_0005,entity_0001,entity_0001,entity_0005,test
pair_000067,query,entity_0016,entity_0034,0,entity_0016,entity_0034,entity_0034,entity_0016,test
pair_000068,query,entity_0007,entity_0043,0,entity_0007,entity_0043,entity_0043,entity_0007,test
pair_000069,query,entity_0038,entity_0058,0,entity_0038,entity_0058,entity_0058,entity_0038,test
pair_000070,query,entity_0031,entity_0060,0,entity_0031,entity_0060,entity_0060,entity_0031,test
pair_000071,query,entity_0034,entity_0041,0,entity_0041,entity_0034,entity_0034,entity_0041,validation
pair_000072,query,entity_0006,entity_0013,0,entity_0013,entity_0006,entity_0006,entity_0013,test
pair_000073,query,entity_0048,entity_0050,1,entity_0048,entity_0050,entity_0050,entity_0048,test
pair_000074,query,entity_0008,entity_0046,0,entity_0008,entity_0046,entity_0046,entity_0008,test
pair_000075,query,entity_0046,entity_0047,1,entity_0046,entity_0047,entity_0047,entity_0046,test
pair_000076,query,entity_0019,entity_0058,0,entity_0019,entity_0058,entity_0058,entity_0019,validation
pair_000077,query,entity_0011,entity_0015,1,entity_0011,entity_0015,entity_0015,entity_0011,test
pair_000078,query,entity_0023,entity_0031,0,entity_0023,entity_0031,entity_0031,entity_0023,test
pair_000079,query,entity_0003,entity_0023,0,entity_0023,entity_0003,entity_0003,entity_0023,test
pair_000080,query,entity_0026,entity_0055,0,entity_0055,entity_0026,entity_0026,entity_0055,test
pair_000081,query,entity_0053,entity_0055,1,entity_0055,entity_0053,entity_0053,entity_0055,validation
pair_000082,query,entity_0002,entity_0005,1,entity_0002,entity_0005,entity_0005,entity_0002,test
pair_000083,query,entity_0053,entity_0060,0,entity_0060,entity_0053,entity_0053,entity_0060,test
pair_000084,query,entity_0031,entity_0045,0,entity_0045,entity_0031,entity_0031,entity_0045,test
pair_000085,query,entity_0015,entity_0017,0,entity_0015,entity_0017,entity_0017,entity_0015,test
pair_000086,query,entity_0052,entity_0053,1,entity_0052,entity_0053,entity_0053,entity_0052,test
pair_000087,query,entity_0033,entity_0049,0,entity_0049,entity_0033,entity_0033,entity_0049,test
pair_000088,demo,entity_0036,entity_0045,0,entity_0036,entity_0045,entity_0045,entity_0036,train
pair_000089,query,entity_0036,entity_0054,0,entity_0054,entity_0036,entity_0036,entity_0054,validation
pair_000090,query,entity_0021,entity_0045,0,entity_0021,entity_0045,entity_0045,entity_0021,validation
pair_000091,query,entity_0016,entity_0020,1,entity_0016,entity_0020,entity_0020,entity_0016,test
pair_000092,query,entity_0014,entity_0015,1,entity_0014,entity_0015,entity_0015,entity_0014,test
pair_000093,query,entity_0051,entity_0054,1,entity_0054,entity_0051,entity_0051,entity_0054,test
pair_000094,query,entity_0002,entity_0039,0,entity_0002,entity_0039,entity_0039,entity_0002,test
pair_000095,query,entity_0032,entity_0033,1,entity_0033,entity_0032,entity_0032,entity_0033,test
pair_000096,query,entity_0018,entity_0043,0,entity_0043,entity_0018,entity_0018,entity_0043,validation
pair_000097,query,entity_0057,entity_0060,1,entity_0060,entity_0057,entity_0057,entity_0060,test
pair_000098,query,entity_0039,entity_0040,1,entity_0039,entity_0040,entity_0040,entity_0039,test
pair_000099,query,entity_0016,entity_0052,0,entity_0016,entity_0052,entity_0052,entity_0016,test
pair_000100,query,entity_0027,entity_0029,1,entity_0029,entity_0027,entity_0027,entity_0029,test
pair_000101,query,entity_0016,entity_0019,1,entity_0019,entity_0016,entity_0016,entity_0019,test
pair_000102,query,entity_0006,entity_0040,0,entity_0040,entity_0006,entity_0006,entity_0040,test
pair_000103,query,entity_0007,entity_0040,0,entity_0040,entity_0007,entity_0007,entity_0040,test
pair_000104,query,entity_0005,entity_0046,0,entity_0005,entity_0046,entity_0046,entity_0005,test
pair_000105,query,entity_0040,entity_0043,0,entity_0040,entity_0043,entity_0043,entity_0040,test
pair_000106,query,entity_0017,entity_0033,0,entity_0033,entity_0017,entity_0017,entity_0033,test
pair_000107,query,entity_0001,entity_0055,0,entity_0055,entity_0001,entity_0001,entity_0055,test
pair_000108,query,entity_0043,entity_0045,1,entity_0045,entity_0043,entity_0043,entity_0045,test
pair_000109,query,entity_0018,entity_0026,0,entity_0018,entity_0026,entity_0026,entity_0018,test
pair_000110,query,entity_0051,entity_0052,1,entity_0051,entity_0052,entity_0052,entity_0051,test
pair_000111,query,entity_0001,entity_0028,0,entity_0001,entity_0028,entity_0028,entity_0001,validation
pair_000112,query,entity_0018,entity_0059,0,entity_0059,entity_0018,entity_0018,entity_0059,test
pair_000113,query,entity_0042,entity_0044,1,entity_0042,entity_0044,entity_0044,entity_0042,test
pair_000114,query,entity_0007,entity_0036,0,entity_0007,entity_0036,entity_0036,entity_0007,test
pair_000115,query,entity_0003,entity_0029,0,entity_0029,entity_0003,entity_0003,entity_0029,test
pair_000116,query,entity_0006,entity_0010,1,entity_0010,entity_0006,entity_0006,entity_0010,test
pair_000117,query,entity_0046,entity_0049,1,entity_0049,entity_0046,entity_0046,entity_0049,validation
pair_000118,query,entity_0013,entity_0014,1,entity_0013,entity_0014,entity_0014,entity_0013,test
pair_000119,demo,entity_0031,entity_0032,1,entity_0031,entity_0032,entity_0032,entity_0031,train
pair_000120,query,entity_0036,entity_0039,1,entity_0039,entity_0036,entity_0036,entity_0039,test
pair_000121,query,entity_0058,entity_0060,1,entity_0060,entity_0058,entity_0058,entity_0060,test
pair_000122,query,entity_0017,entity_0018,1,entity_0017,entity_0018,entity_0018,entity_0017,test
pair_000123,query,entity_0030,entity_0046,0,entity_0030,entity_0046,entity_0046,entity_0030,test
pair_000124,query,entity_0031,entity_0054,0,entity_0054,entity_0031,entity_0031,entity_0054,validation
pair_000125,query,entity_0018,entity_0020,1,entity_0018,entity_0020,entity_0020,entity_0018,test
pair_000126,query,entity_0020,entity_0026,0,entity_0026,entity_0020,entity_0020,entity_0026,validation
pair_000127,query,entity_0041,entity_0042,1,entity_0042,entity_0041,entity_0041,entity_0042,test
pair_000128,query,entity_0001,entity_0004,1,entity_0001,entity_0004,entity_0004,entity_0001,test
pair_000129,query,entity_0014,entity_0060,0,entity_0014,entity_0060,entity_0060,entity_0014,validation
pair_000130,query,entity_0021,entity_0023,1,entity_0021,entity_0023,entity_0023,entity_0021,test
pair_000131,query,entity_0009,entity_0033,0,entity_0009,entity_0033,entity_0033,entity_0009,test
pair_000132,query,entity_0024,entity_0041,0,entity_0024,entity_0041,entity_0041,entity_0024,test
pair_000133,query,entity_0022,entity_0051,0,entity_0022,entity_0051,entity_0051,entity_0022,validation
pair_000134,query,entity_0026,entity_0027,1,entity_0027,entity_0026,entity_0026,entity_0027,validation
pair_000135,query,entity_0037,entity_0039,1,entity_0037,entity_0039,entity_0039,entity_0037,validation
pair_000136,query,entity_0032,entity_0035,1,entity_0035,entity_0032,entity_0032,entity_0035,test
pair_000137,query,entity_0001,entity_0009,0,entity_0009,entity_0001,entity_0001,entity_0009,validation
pair_000138,query,entity_0027,entity_0028,1,entity_0027,entity_0028,entity_0028,entity_0027,test
pair_000139,query,entity_0006,entity_0034,0,entity_0006,entity_0034,entity_0034,entity_0006,test
pair_000140,query,entity_0052,entity_0054,1,entity_0052,entity_0054,entity_0054,entity_0052,validation
pair_000141,query,entity_0041,entity_0045,1,entity_0041,entity_0045,entity_0045,entity_0041,test
pair_000142,query,entity_0031,entity_0035,1,entity_0031,entity_0035,entity_0035,entity_0031,test
pair_000143,query,entity_0004,entity_0005,1,entity_0004,entity_0005,entity_0005,entity_0004,test
pair_000144,query,entity_0010,entity_0059,0,entity_0010,entity_0059,entity_0059,entity_0010,validation
pair_000145,query,entity_0008,entity_0010,1,entity_0010,entity_0008,entity_0008,entity_0010,test
pair_000146,query,entity_0038,entity_0040,1,entity_0040,entity_0038,entity_0038,entity_0040,test
pair_000147,query,entity_0024,entity_0058,0,entity_0024,entity_0058,entity_0058,entity_0024,test
pair_000148,query,entity_0002,entity_0003,1,entity_0002,entity_0003,entity_0003,entity_0002,test
pair_000149,query,entity_0009,entity_0020,0,entity_0020,entity_0009,entity_0009,entity_0020,test
pair_000150,query,entity_0020,entity_0047,0,entity_0047,entity_0020,entity_0020,entity_0047,test
pair_000151,query,entity_0031,entity_0036,0,entity_0031,entity_0036,entity_0036,entity_0031,validation
pair_000152,query,entity_0014,entity_0030,0,entity_0014,entity_0030,entity_0030,entity_0014,test
pair_000153,query,entity_0011,entity_0056,0,entity_0011,entity_0056,entity_0056,entity_0011,test
pair_000154,query,entity_0017,entity_0020,1,entity_0020,entity_0017,entity_0017,entity_0020,test
pair_000155,query,entity_0009,entity_0022,0,entity_0022,entity_0009,entity_0009,entity_0022,test
pair_000156,query,entity_0022,entity_0025,1,entity_0022,entity_0025,entity_0025,entity_0022,test
pair_000157,query,entity_0020,entity_0050,0,entity_0020,entity_0050,entity_0050,entity_0020,test
pair_000158,query,entity_0006,entity_0008,1,entity_0006,entity_0008,entity_0008,entity_0006,test
pair_000159,query,entity_0054,entity_0055,1,entity_0055,entity_0054,entity_0054,entity_0055,validation
pair_000160,query,entity_0021,entity_0029,0,entity_0029,entity_0021,entity_0021,entity_0029,test
pair_000161,query,entity_0009,entity_0012,0,entity_0012,entity_0009,entity_0009,entity_0012,validation
pair_000162,query,entity_0004,entity_0040,0,entity_0040,entity_0004,entity_0004,entity_0040,validation
pair_000163,query,entity_0018,entity_0019,1,entity_0019,entity_0018,entity_0018,entity_0019,test
pair_000164,query,entity_0031,entity_0040,0,entity_0040,entity_0031,entity_0031,entity_0040,test
pair_000165,query,entity_0032,entity_0034,1,entity_0034,entity_0032,entity_0032,entity_0034,test
pair_000166,query,entity_0028,entity_0029,1,entity_0029,entity_0028,entity_0028,entity_0029,test
pair_000167,query,entity_0025,entity_0026,0,entity_0026,entity_0025,entity_0025,entity_0026,test
pair_000168,query,entity_0053,entity_0054,1,entity_0053,entity_0054,entity_0054,entity_0053,test
pair_000169,query,entity_0011,entity_0013,1,entity_0011,entity_0013,entity_0013,entity_0011,test
pair_000170,query,entity_0013,entity_0048,0,entity_0013,entity_0048,entity_0048,entity_0013,test
pair_000171,query,entity_0002,entity_0004,1,entity_0004,entity_0002,entity_0002,entity_0004,test
pair_000172,query,entity_0034,entity_0057,0,entity_0034,entity_0057,entity_0057,entity_0034,test
pair_000173,query,entity_0056,entity_0060,1,entity_0056,entity_0060,entity_0060,entity_0056,test
pair_000174,query,entity_0011,entity_0014,1,entity_0014,entity_0011,entity_0011,entity_0014,test
pair_000175,query,entity_0031,entity_0033,1,entity_0033,entity_0031,entity_0031,entity_0033,test
pair_000176,query,entity_0003,entity_0004,1,entity_0003,entity_0004,entity_0004,entity_0003,validation
pair_000177,query,entity_0026,entity_0048,0,entity_0026,entity_0048,entity_0048,entity_0026,test
pair_000178,query,entity_0036,entity_0040,1,entity_0040,entity_0036,entity_0036,entity_0040,test
pair_000179,query,entity_0033,entity_0034,1,entity_0034,entity_0033,entity_0033,entity_0034,validation
pair_000180,query,entity_0056,entity_0058,1,entity_0056,entity_0058,entity_0058,entity_0056,test
pair_000181,query,entity_0017,entity_0026,0,entity_0026,entity_0017,entity_0017,entity_0026,test
pair_000182,query,entity_0001,entity_0015,0,entity_0015,entity_0001,entity_0001,entity_0015,validation
pair_000183,query,entity_0031,entity_0047,0,entity_0031,entity_0047,entity_0047,entity_0031,test
pair_000184,query,entity_0021,entity_0025,1,entity_0025,entity_0021,entity_0021,entity_0025,test
pair_000185,query,entity_0027,entity_0059,0,entity_0027,entity_0059,entity_0059,entity_0027,test
pair_000186,query,entity_0002,entity_0027,0,entity_0002,entity_0027,entity_0027,entity_0002,test
pair_000187,query,entity_0016,entity_0017,1,entity_0017,entity_0016,entity_0016,entity_0017,validation
pair_000188,query,entity_0048,entity_0056,0,entity_0056,entity_0048,entity_0048,entity_0056,validation
pair_000189,query,entity_0022,entity_0045,0,entity_0045,entity_0022,entity_0022,entity_0045,test
pair_000190,query,entity_0009,entity_0045,0,entity_0045,entity_0009,entity_0009,entity_0045,test
pair_000191,query,entity_0031,entity_0034,1,entity_0031,entity_0034,entity_0034,entity_0031,test
pair_000192,query,entity_0033,entity_0035,1,entity_0033,entity_0035,entity_0035,entity_0033,test
pair_000193,query,entity_0011,entity_0021,0,entity_0021,entity_0011,entity_0011,entity_0021,test
pair_000194,query,entity_0028,entity_0030,1,entity_0030,entity_0028,entity_0028,entity_0030,test
pair_000195,query,entity_0059,entity_0060,1,entity_0060,entity_0059,entity_0059,entity_0060,test
pair_000196,query,entity_0023,entity_0025,1,entity_0023,entity_0025,entity_0025,entity_0023,test
pair_000197,query,entity_0011,entity_0043,0,entity_0011,entity_0043,entity_0043,entity_0011,validation
pair_000198,query,entity_0024,entity_0025,1,entity_0024,entity_0025,entity_0025,entity_0024,validation
pair_000199,query,entity_0012,entity_0014,1,entity_0014,entity_0012,entity_0012,entity_0014,test
pair_000200,query,entity_0011,entity_0046,0,entity_0046,entity_0011,entity_0011,entity_0046,test
pair_000201,query,entity_0049,entity_0050,1,entity_0050,entity_0049,entity_0049,entity_0050,validation
pair_000202,query,entity_0044,entity_0045,1,entity_0044,entity_0045,entity_0045,entity_0044,test
pair_000203,query,entity_0046,entity_0048,1,entity_0048,entity_0046,entity_0046,entity_0048,test
pair_000204,query,entity_0006,entity_0007,1,entity_0006,entity_0007,entity_0007,entity_0006,test
pair_000205,query,entity_0033,entity_0045,0,entity_0045,entity_0033,entity_0033,entity_0045,test
pair_000206,query,entity_0009,entity_0010,1,entity_0009,entity_0010,entity_0010,entity_0009,test
pair_000207,query,entity_0006,entity_0041,0,entity_0041,entity_0006,entity_0006,entity_0041,test
pair_000208,query,entity_0019,entity_0020,1,entity_0020,entity_0019,entity_0019,entity_0020,test
pair_000209,query,entity_0006,entity_0009,1,entity_0009,entity_0006,entity_0006,entity_0009,test
pair_000210,query,entity_0029,entity_0030,1,entity_0030,entity_0029,entity_0029,entity_0030,test
pair_000211,query,entity_0040,entity_0051,0,entity_0040,entity_0051,entity_0051,entity_0040,validation
pair_000212,query,entity_0007,entity_0035,0,entity_0035,entity_0007,entity_0007,entity_0035,validation
pair_000213,query,entity_0040,entity_0047,0,entity_0040,entity_0047,entity_0047,entity_0040,test
pair_000214,query,entity_0037,entity_0038,1,entity_0038,entity_0037,entity_0037,entity_0038,test
pair_000215,query,entity_0043,entity_0055,0,entity_0055,entity_0043,entity_0043,entity_0055,validation
pair_000216,query,entity_0029,entity_0031,0,entity_0029,entity_0031,entity_0031,entity_0029,test
pair_000217,query,entity_0002,entity_0053,0,entity_0002,entity_0053,entity_0053,entity_0002,test
pair_000218,query,entity_0022,entity_0050,0,entity_0022,entity_0050,entity_0050,entity_0022,validation
pair_000219,query,entity_0020,entity_0049,0,entity_0049,entity_0020,entity_0020,entity_0049,test
pair_000220,query,entity_0057,entity_0059,1,entity_0059,entity_0057,entity_0057,entity_0059,test
pair_000221,query,entity_0009,entity_0042,0,entity_0009,entity_0042,entity_0042,entity_0009,test
pair_000222,query,entity_0017,entity_0039,0,entity_0017,entity_0039,entity_0039,entity_0017,test
pair_000223,query,entity_0004,entity_0055,0,entity_0004,entity_0055,entity_0055,entity_0004,validation
pair_000224,query,entity_0017,entity_0048,0,entity_0017,entity_0048,entity_0048,entity_0017,test
pair_000225,query,entity_0017,entity_0019,1,entity_0017,entity_0019,entity_0019,entity_0017,test
pair_000226,query,entity_0017,entity_0047,0,entity_0017,entity_0047,entity_0047,entity_0017,test
pair_000227,query,entity_0002,entity_0060,0,entity_0060,entity_0002,entity_0002,entity_0060,test
pair_000228,query,entity_0043,entity_0047,0,entity_0047,entity_0043,entity_0043,entity_0047,test
pair_000229,query,entity_0016,entity_0053,0,entity_0016,entity_0053,entity_0053,entity_0016,test
pair_000230,query,entity_0010,entity_0037,0,entity_0010,entity_0037,entity_0037,entity_0010,test
pair_000231,query,entity_0019,entity_0030,0,entity_0019,entity_0030,entity_0030,entity_0019,test
pair_000232,query,entity_0048,entity_0049,1,entity_0048,entity_0049,entity_0049,entity_0048,test
pair_000233,query,entity_0003,entity_0048,0,entity_0048,entity_0003,entity_0003,entity_0048,test
pair_000234,query,entity_0034,entity_0035,1,entity_0035,entity_0034,entity_0034,entity_0035,test
pair_000235,query,entity_0005,entity_0023,0,entity_0005,entity_0023,entity_0023,entity_0005,test
pair_000236,query,entity_0052,entity_0055,1,entity_0052,entity_0055,entity_0055,entity_0052,test
pair_000237,query,entity_0013,entity_0015,1,entity_0013,entity_0015,entity_0015,entity_0013,test
pair_000238,query,entity_0022,entity_0023,1,entity_0023,entity_0022,entity_0022,entity_0023,validation
pair_000239,query,entity_0008,entity_0052,0,entity_0052,entity_0008,entity_0008,entity_0052,test
pair_000240,query,entity_0042,entity_0045,1,entity_0042,entity_0045,entity_0045,entity_0042,test
